School,team_id,Year,FR,SO,JR,SR,GR,NONE,MCD
Illinois State,1229,2011,2,6,0,5,0,0,0
Illinois State,1229,2004,4,7,4,1,0,0,0
Illinois State,1229,2010,3,1,4,4,0,0,0
Illinois State,1229,2005,3,2,5,3,0,0,0
Illinois State,1229,2003,3,4,2,4,0,0,0
Illinois State,1229,2016,3,2,4,3,0,0,0
Illinois State,1229,2006,4,3,3,4,0,0,0
Illinois State,1229,2009,2,1,5,4,0,0,0
Illinois State,1229,2017,3,3,2,4,0,0,0
Illinois-Chicago,1227,2014,6,2,5,3,0,0,0
Illinois-Chicago,1227,2008,5,3,3,3,0,0,0
Illinois-Chicago,1227,2006,3,5,4,4,0,0,0
Illinois-Chicago,1227,2016,6,2,3,3,0,0,0
Illinois-Chicago,1227,2009,2,3,6,2,0,0,0
Illinois-Chicago,1227,2007,3,3,6,4,0,0,0
Illinois-Chicago,1227,2011,2,3,6,6,0,0,0
Illinois-Chicago,1227,2004,2,4,0,10,0,0,0
Illinois-Chicago,1227,2010,5,1,5,4,0,1,0
Illinois-Chicago,1227,2002,1,7,4,5,0,0,0
Illinois-Chicago,1227,2005,4,3,5,3,0,0,0
Illinois-Chicago,1227,2013,3,5,1,4,0,0,0
Illinois-Chicago,1227,2003,7,0,9,3,0,0,0
Illinois-Chicago,1227,2015,2,3,5,4,0,0,0
Illinois-Chicago,1227,2012,7,1,2,5,0,0,0
Illinois-Chicago,1227,2017,5,3,4,0,0,0,0
Incarnate Word,1230,2014,5,3,3,3,0,0,0
Incarnate Word,1230,2015,4,4,2,2,0,0,0
Incarnate Word,1230,2016,2,4,3,2,0,0,0
Incarnate Word,1230,2017,3,4,5,2,0,0,0
Indiana,1231,2010,6,6,1,3,0,0,0
Indiana,1231,2005,5,2,3,5,0,0,2
Indiana,1231,2016,5,3,2,5,0,0,2
Indiana,1231,2011,4,5,5,1,0,0,0
Indiana,1231,2004,4,5,3,2,0,0,1
Indiana,1231,2007,3,2,5,3,0,0,1
Indiana,1231,2014,8,6,0,3,1,0,2
Indiana,1231,2006,3,4,2,5,0,0,1
Indiana,1231,2015,8,3,4,0,0,0,1
Indiana,1231,2012,4,4,3,5,0,0,1
Indiana,1231,2003,5,4,3,3,0,0,1
Indiana,1231,2008,5,1,3,5,0,0,2
Indiana,1231,2009,12,1,2,1,0,0,0
Indiana,1231,2013,4,4,5,3,0,0,2
Indiana,1231,2002,3,3,3,2,0,0,2
Indiana,1231,2017,4,5,5,0,0,0,1
Indiana State,1232,2011,5,1,4,3,0,0,0
Indiana State,1232,2016,1,3,5,3,0,0,0
Indiana State,1232,2002,3,3,2,3,0,0,0
Indiana State,1232,2010,1,3,4,3,0,0,0
Indiana State,1232,2004,4,3,3,3,0,0,0
Indiana State,1232,2007,6,2,3,3,0,0,0
Indiana State,1232,2013,4,3,4,0,0,0,0
Indiana State,1232,2006,3,2,6,2,0,0,0
Indiana State,1232,2005,5,4,3,2,0,0,0
Indiana State,1232,2008,3,3,2,3,0,0,0
Indiana State,1232,2009,5,3,3,1,0,0,0
Indiana State,1232,2015,4,4,3,2,0,0,0
Indiana State,1232,2012,2,4,1,4,0,0,0
Indiana State,1232,2003,3,3,5,2,0,0,0
Indiana State,1232,2014,1,3,3,4,0,0,0
Indiana State,1232,2017,3,3,3,4,0,0,0
Iona,1233,2005,3,3,5,2,0,0,0
Iona,1233,2011,3,2,5,2,0,0,0
Iona,1233,2010,6,3,3,2,0,0,0
Iona,1233,2004,4,5,1,4,0,0,0
Iona,1233,2012,1,1,5,5,0,0,0
Iona,1233,2002,2,5,4,2,0,0,0
Iona,1233,2014,3,3,1,5,0,1,0
Iona,1233,2013,1,3,5,4,0,0,0
Iona,1233,2015,2,4,3,2,1,0,0
Iona,1233,2003,5,0,4,2,0,0,0
Iona,1233,2016,4,2,3,5,0,0,0
Iona,1233,2009,7,2,3,2,0,0,0
Iona,1233,2007,7,1,4,2,0,0,0
Iona,1233,2008,2,5,3,4,0,0,0
Iona,1233,2006,1,3,4,5,0,0,0
Iona,1233,2017,1,3,3,4,0,1,0
Iowa,1234,2008,3,2,3,3,0,0,0
Iowa,1234,2012,5,6,2,4,0,0,0
Iowa,1234,2007,3,5,3,2,0,0,0
Iowa,1234,2009,4,3,3,2,0,0,0
Iowa,1234,2015,3,2,5,4,0,0,0
Iowa,1234,2004,2,5,1,5,0,0,0
Iowa,1234,2014,2,4,7,2,0,0,0
Iowa,1234,2005,5,2,5,1,0,0,0
Iowa,1234,2002,1,4,1,5,0,0,1
Iowa,1234,2011,5,2,5,2,0,0,0
Iowa,1234,2016,5,1,4,5,0,0,0
Iowa,1234,2003,4,0,5,2,0,0,0
Iowa,1234,2010,5,4,1,1,0,0,0
Iowa,1234,2013,4,5,3,2,0,0,0
Iowa,1234,2006,3,4,2,4,0,0,0
Iowa,1234,2017,6,4,2,2,0,0,0
Iowa State,1235,2011,5,1,2,4,0,0,0
Iowa State,1235,2010,3,3,5,2,0,0,0
Iowa State,1235,2005,3,6,3,3,0,0,1
Iowa State,1235,2002,3,5,6,1,0,0,0
Iowa State,1235,2016,2,1,5,4,0,0,0
Iowa State,1235,2003,2,2,6,2,0,0,0
Iowa State,1235,2004,5,1,2,6,0,0,0
Iowa State,1235,2007,4,1,6,4,0,0,0
Iowa State,1235,2015,3,3,5,3,0,0,0
Iowa State,1235,2012,2,4,4,2,0,0,0
Iowa State,1235,2014,3,2,4,3,0,0,0
Iowa State,1235,2009,4,5,1,3,0,0,0
Iowa State,1235,2006,3,4,5,3,0,0,1
Iowa State,1235,2008,6,3,3,4,0,0,0
Iowa State,1235,2013,4,1,3,6,0,0,0
Iowa State,1235,2017,3,2,1,7,0,0,0
IPFW,1236,2007,2,2,7,3,0,0,0
IPFW,1236,2011,2,1,6,3,0,0,0
IPFW,1236,2014,5,2,3,4,0,0,0
IPFW,1236,2013,2,3,4,2,0,0,0
IPFW,1236,2012,6,2,2,4,0,0,0
IPFW,1236,2003,5,3,1,3,0,0,1
IPFW,1236,2005,6,4,1,1,0,0,0
IPFW,1236,2004,4,4,3,2,0,0,1
IPFW,1236,2010,3,4,4,3,0,0,0
IPFW,1236,2016,3,1,5,3,0,0,0
IPFW,1236,2008,3,0,2,7,0,0,0
IPFW,1236,2006,6,3,5,0,0,0,0
IPFW,1236,2015,1,3,5,4,0,0,0
IPFW,1236,2009,5,3,4,2,0,0,0
IPFW,1236,2017,1,3,4,4,0,0,0
IUPUI,1237,2009,6,4,3,1,0,0,0
IUPUI,1237,2006,2,3,4,6,0,0,0
IUPUI,1237,2011,3,4,3,4,0,0,0
IUPUI,1237,2008,3,2,3,3,0,0,0
IUPUI,1237,2015,4,4,3,2,0,0,0
IUPUI,1237,2016,3,4,3,2,0,0,0
IUPUI,1237,2005,3,2,5,4,0,0,0
IUPUI,1237,2012,3,5,2,3,0,0,0
IUPUI,1237,2002,2,2,6,4,0,0,0
IUPUI,1237,2004,3,3,3,6,0,0,0
IUPUI,1237,2013,1,3,7,2,0,0,0
IUPUI,1237,2014,6,1,2,4,0,0,0
IUPUI,1237,2007,3,3,4,3,0,0,0
IUPUI,1237,2003,2,0,4,7,0,0,0
IUPUI,1237,2010,4,2,4,3,0,0,0
IUPUI,1237,2017,3,4,2,4,0,0,0
Jackson State,1238,2003,3,2,6,4,0,0,0
Jackson State,1238,2008,4,4,4,6,0,0,0
Jackson State,1238,2005,4,1,4,5,0,0,0
Jackson State,1238,2014,11,0,1,3,0,0,0
Jackson State,1238,2013,2,4,3,7,0,0,0
Jackson State,1238,2002,1,4,5,7,0,0,0
Jackson State,1238,2016,4,2,10,2,0,0,0
Jackson State,1238,2004,1,2,8,4,0,0,0
Jackson State,1238,2010,5,3,5,2,0,0,0
Jackson State,1238,2007,6,3,5,2,0,0,0
Jackson State,1238,2012,3,4,7,1,0,0,0
Jackson State,1238,2006,6,3,2,5,0,0,0
Jackson State,1238,2015,4,8,2,3,0,0,0
Jackson State,1238,2011,3,5,5,5,0,0,0
Jackson State,1238,2009,4,4,5,3,0,0,0
Jackson State,1238,2017,3,2,6,5,0,1,0
Jacksonville,1239,2002,1,0,9,3,0,0,1
Jacksonville,1239,2011,4,4,3,2,0,0,0
Jacksonville,1239,2008,5,2,4,1,0,0,0
Jacksonville,1239,2006,6,0,2,5,0,0,0
Jacksonville,1239,2009,3,4,2,3,0,0,0
Jacksonville,1239,2010,6,3,3,2,0,1,0
Jacksonville,1239,2004,4,3,3,1,0,0,1
Jacksonville,1239,2013,6,2,4,1,0,0,0
Jacksonville,1239,2007,6,4,1,2,0,0,0
Jacksonville,1239,2012,4,3,2,3,0,0,0
Jacksonville,1239,2014,5,4,1,3,1,0,0
Jacksonville,1239,2015,2,5,7,1,0,0,0
Jacksonville,1239,2016,1,1,8,3,0,0,0
Jacksonville,1239,2005,3,2,8,1,0,0,1
Jacksonville,1239,2003,4,0,1,8,0,0,0
Jacksonville,1239,2017,3,0,3,7,0,0,0
Jacksonville State,1240,2002,4,4,5,1,0,0,0
Jacksonville State,1240,2007,7,1,3,3,0,0,0
Jacksonville State,1240,2014,2,1,6,5,0,0,0
Jacksonville State,1240,2005,3,0,8,2,0,0,0
Jacksonville State,1240,2011,4,2,5,3,0,0,0
Jacksonville State,1240,2016,5,3,5,2,0,0,0
Jacksonville State,1240,2008,5,3,3,3,0,0,0
Jacksonville State,1240,2010,1,3,5,1,0,2,0
Jacksonville State,1240,2003,4,1,5,3,0,0,0
Jacksonville State,1240,2004,0,3,3,5,0,0,0
Jacksonville State,1240,2013,5,1,5,4,0,0,0
Jacksonville State,1240,2009,4,2,2,2,0,0,0
Jacksonville State,1240,2012,3,3,5,1,0,0,0
Jacksonville State,1240,2006,2,2,4,6,0,0,0
Jacksonville State,1240,2015,3,2,5,4,0,0,0
Jacksonville State,1240,2017,5,2,3,2,0,1,0
James Madison,1241,2003,4,2,3,5,0,0,0
James Madison,1241,2014,7,4,1,0,1,0,0
James Madison,1241,2008,4,3,4,2,0,0,0
James Madison,1241,2007,4,5,2,0,0,0,0
James Madison,1241,2011,3,4,4,1,0,0,0
James Madison,1241,2016,2,1,8,2,0,0,0
James Madison,1241,2005,1,6,3,3,0,0,0
James Madison,1241,2010,5,3,2,3,0,0,0
James Madison,1241,2004,7,3,2,2,0,0,0
James Madison,1241,2012,2,1,6,2,0,0,0
James Madison,1241,2006,6,1,4,3,0,0,0
James Madison,1241,2013,4,2,0,6,0,0,0
James Madison,1241,2002,3,3,6,2,0,0,0
James Madison,1241,2015,3,6,3,0,0,0,0
James Madison,1241,2009,5,2,3,3,0,0,0
James Madison,1241,2017,1,2,2,7,0,0,0
Kansas,1242,2007,4,5,5,0,0,0,4
Kansas,1242,2010,5,4,5,1,0,0,3
Kansas,1242,2006,5,6,0,3,0,0,3
Kansas,1242,2011,3,4,4,3,0,0,1
Kansas,1242,2005,5,2,4,4,0,0,3
Kansas,1242,2012,3,3,5,3,0,0,0
Kansas,1242,2003,4,4,2,3,0,0,3
Kansas,1242,2004,5,4,4,3,0,0,4
Kansas,1242,2014,7,4,2,3,0,0,3
Kansas,1242,2013,6,2,3,4,0,0,1
Kansas,1242,2009,6,5,3,2,0,0,2
Kansas,1242,2002,4,1,3,6,0,0,4
Kansas,1242,2015,5,5,4,2,0,0,4
Kansas,1242,2008,4,3,4,5,0,0,4
Kansas,1242,2016,3,3,5,4,0,0,3
Kansas,1242,2017,3,2,5,3,0,0,2
Kansas State,1243,2014,5,2,3,4,0,0,0
Kansas State,1243,2006,3,4,6,4,0,0,0
Kansas State,1243,2015,3,5,3,3,0,0,0
Kansas State,1243,2013,2,5,4,3,0,0,0
Kansas State,1243,2007,6,2,5,4,0,0,0
Kansas State,1243,2012,6,3,5,2,0,0,0
Kansas State,1243,2009,3,4,5,1,0,0,0
Kansas State,1243,2008,6,2,2,3,0,0,1
Kansas State,1243,2011,4,6,4,2,0,0,1
Kansas State,1243,2010,5,2,3,3,0,0,1
Kansas State,1243,2016,4,1,5,3,0,0,0
Kansas State,1243,2005,2,4,4,4,0,0,0
Kansas State,1243,2004,4,2,6,4,0,0,0
Kansas State,1243,2002,4,0,5,4,0,0,0
Kansas State,1243,2003,3,2,3,5,0,0,0
Kansas State,1243,2017,5,4,1,5,0,0,0
Kennesaw State,1244,2014,1,6,4,2,0,0,0
Kennesaw State,1244,2015,3,3,5,4,0,0,0
Kennesaw State,1244,2012,2,3,3,3,0,0,0
Kennesaw State,1244,2013,5,1,3,2,0,0,0
Kennesaw State,1244,2010,3,3,5,3,0,0,0
Kennesaw State,1244,2016,4,2,4,2,0,0,0
Kennesaw State,1244,2011,3,5,3,3,0,0,0
Kennesaw State,1244,2017,6,3,2,3,0,0,0
Kent State,1245,2006,3,1,2,4,0,0,0
Kent State,1245,2011,4,3,5,2,0,0,0
Kent State,1245,2005,6,3,5,1,0,0,0
Kent State,1245,2012,3,3,4,4,0,0,0
Kent State,1245,2004,4,2,2,5,0,0,0
Kent State,1245,2013,4,3,4,3,0,0,0
Kent State,1245,2003,4,3,5,2,0,0,0
Kent State,1245,2014,3,5,3,3,0,0,0
Kent State,1245,2009,3,0,6,4,0,0,0
Kent State,1245,2002,3,4,2,4,0,0,0
Kent State,1245,2015,1,3,4,5,0,0,0
Kent State,1245,2008,0,4,6,2,0,0,0
Kent State,1245,2016,2,1,5,4,0,0,0
Kent State,1245,2007,5,3,2,2,0,0,0
Kent State,1245,2010,3,3,2,6,0,0,0
Kent State,1245,2017,4,3,4,3,0,0,0
Kentucky,1246,2002,4,5,4,2,0,0,4
Kentucky,1246,2009,3,4,7,1,0,0,1
Kentucky,1246,2012,6,3,1,2,0,0,6
Kentucky,1246,2008,7,8,1,2,0,0,2
Kentucky,1246,2003,5,2,5,3,0,0,1
Kentucky,1246,2011,5,1,3,1,0,0,3
Kentucky,1246,2004,4,5,2,5,0,0,0
Kentucky,1246,2010,5,3,2,3,0,0,2
Kentucky,1246,2015,4,7,2,3,0,0,8
Kentucky,1246,2005,4,4,5,2,0,0,3
Kentucky,1246,2016,6,1,5,1,0,0,4
Kentucky,1246,2007,7,1,3,3,0,0,2
Kentucky,1246,2014,9,2,2,2,0,0,6
Kentucky,1246,2013,4,5,2,2,0,0,3
Kentucky,1246,2006,2,4,5,4,0,0,3
Kentucky,1246,2017,7,4,0,3,0,0,4
La Salle,1247,2004,3,5,3,3,0,0,0
La Salle,1247,2015,3,3,5,1,0,0,0
La Salle,1247,2003,5,4,3,2,0,0,0
La Salle,1247,2007,5,2,2,2,0,0,0
La Salle,1247,2012,4,2,2,3,0,0,0
La Salle,1247,2009,0,5,5,2,0,0,0
La Salle,1247,2016,2,4,3,2,0,0,0
La Salle,1247,2006,4,3,2,3,0,0,0
La Salle,1247,2010,4,0,4,4,0,0,0
La Salle,1247,2013,2,3,4,2,0,0,0
La Salle,1247,2008,5,4,2,2,0,0,0
La Salle,1247,2011,3,2,1,5,0,0,0
La Salle,1247,2002,3,3,3,2,0,0,0
La Salle,1247,2005,7,3,3,0,0,0,0
La Salle,1247,2014,2,3,3,4,0,0,0
La Salle,1247,2017,2,1,6,3,0,0,0
Lafayette,1248,2012,4,2,2,5,0,0,0
Lafayette,1248,2008,4,2,2,5,0,0,0
Lafayette,1248,2015,2,4,5,4,0,0,0
Lafayette,1248,2006,3,5,3,2,0,0,0
Lafayette,1248,2007,4,1,5,3,0,0,0
Lafayette,1248,2009,7,4,2,2,0,0,0
Lafayette,1248,2014,4,5,4,2,0,0,0
Lafayette,1248,2004,7,2,2,5,0,0,0
Lafayette,1248,2005,6,4,2,2,0,0,0
Lafayette,1248,2011,3,2,6,3,0,0,0
Lafayette,1248,2016,4,2,2,5,0,0,0
Lafayette,1248,2002,4,5,1,5,0,0,0
Lafayette,1248,2010,2,7,3,3,0,0,0
Lafayette,1248,2003,6,1,4,2,0,0,0
Lafayette,1248,2013,5,4,2,2,0,0,0
Lafayette,1248,2017,6,3,2,2,0,0,0
Lamar,1249,2012,2,2,2,6,0,0,0
Lamar,1249,2013,6,3,2,3,0,0,0
Lamar,1249,2011,3,2,8,2,0,0,0
Lamar,1249,2002,3,3,4,2,0,0,0
Lamar,1249,2010,3,4,3,3,0,1,0
Lamar,1249,2004,2,3,6,2,0,0,0
Lamar,1249,2003,3,3,2,4,0,0,0
Lamar,1249,2015,2,2,6,4,0,0,0
Lamar,1249,2005,0,3,7,3,0,0,0
Lamar,1249,2016,5,2,4,3,0,0,0
Lamar,1249,2006,4,1,4,6,0,0,0
Lamar,1249,2007,1,2,8,2,0,0,0
Lamar,1249,2014,2,4,5,1,0,0,0
Lamar,1249,2009,4,4,1,4,0,0,0
Lamar,1249,2008,1,1,6,4,0,0,0
Lamar,1249,2017,2,4,5,2,0,0,0
Lehigh,1250,2015,3,6,4,3,0,0,0
Lehigh,1250,2016,1,3,2,4,0,0,0
Lehigh,1250,2009,3,5,3,3,0,0,0
Lehigh,1250,2007,4,4,1,4,0,0,0
Lehigh,1250,2008,6,4,3,1,0,0,0
Lehigh,1250,2002,6,4,4,2,0,0,0
Lehigh,1250,2014,6,3,3,1,0,0,0
Lehigh,1250,2006,4,1,4,4,0,0,1
Lehigh,1250,2013,2,4,3,4,0,0,0
Lehigh,1250,2004,3,3,4,3,0,0,0
Lehigh,1250,2011,3,6,3,4,0,0,0
Lehigh,1250,2003,4,5,2,4,0,0,0
Lehigh,1250,2012,4,3,4,3,0,0,0
Lehigh,1250,2005,2,3,5,3,0,0,1
Lehigh,1250,2010,4,3,4,4,0,0,0
Lehigh,1250,2017,3,2,3,3,0,0,0
Liberty,1251,2007,4,4,4,2,0,0,0
Liberty,1251,2014,2,2,4,6,0,0,0
Liberty,1251,2008,4,5,3,4,0,0,0
Liberty,1251,2013,3,5,5,1,0,0,0
Liberty,1251,2012,6,4,2,3,0,0,0
Liberty,1251,2002,2,6,4,2,0,0,0
Liberty,1251,2009,8,1,2,1,0,0,0
Liberty,1251,2003,4,0,8,1,0,0,0
Liberty,1251,2011,5,3,6,1,0,0,0
Liberty,1251,2015,7,0,4,3,0,0,0
Liberty,1251,2004,3,1,5,5,0,0,0
Liberty,1251,2005,5,3,2,4,0,0,0
Liberty,1251,2016,6,5,0,1,0,0,0
Liberty,1251,2006,7,5,4,0,0,0,0
Liberty,1251,2010,5,5,1,2,0,0,0
Liberty,1251,2017,5,5,2,2,0,0,0
Lipscomb,1252,2014,4,3,4,1,0,0,0
Lipscomb,1252,2004,2,4,2,5,0,0,0
Lipscomb,1252,2008,5,1,3,4,0,0,0
Lipscomb,1252,2015,4,4,2,4,0,0,0
Lipscomb,1252,2009,3,5,1,2,0,0,0
Lipscomb,1252,2007,5,3,5,3,0,0,0
Lipscomb,1252,2012,7,2,2,2,0,0,1
Lipscomb,1252,2006,4,3,2,5,0,0,0
Lipscomb,1252,2013,6,4,3,1,0,0,0
Lipscomb,1252,2010,5,5,4,1,0,0,0
Lipscomb,1252,2005,2,2,7,2,0,0,0
Lipscomb,1252,2016,2,4,6,2,0,0,0
Lipscomb,1252,2011,2,3,4,4,0,0,0
Lipscomb,1252,2017,2,3,3,3,0,0,0
Long Beach State,1253,2014,5,0,8,1,0,0,0
Long Beach State,1253,2016,3,5,3,2,0,0,0
Long Beach State,1253,2005,1,3,6,3,0,0,0
Long Beach State,1253,2011,0,3,8,3,0,0,0
Long Beach State,1253,2008,2,4,7,0,0,0,0
Long Beach State,1253,2010,3,6,1,3,0,0,0
Long Beach State,1253,2003,3,3,5,2,0,0,0
Long Beach State,1253,2009,4,1,3,4,0,0,0
Long Beach State,1253,2006,2,0,11,2,0,0,0
Long Beach State,1253,2002,3,1,3,5,0,0,0
Long Beach State,1253,2013,3,3,5,2,0,0,0
Long Beach State,1253,2012,2,0,3,7,0,0,0
Long Beach State,1253,2007,4,1,1,8,0,0,0
Long Beach State,1253,2015,4,3,0,6,0,0,0
Long Beach State,1253,2004,3,5,3,3,0,0,0
Long Beach State,1253,2017,4,4,6,1,0,0,0
Long Island University,1254,2009,5,3,3,2,0,0,0
Long Island University,1254,2006,3,3,5,1,0,0,0
Long Island University,1254,2012,2,2,7,2,0,0,0
Long Island University,1254,2008,4,3,2,3,0,0,0
Long Island University,1254,2007,4,2,3,4,0,0,0
Long Island University,1254,2004,5,3,1,1,0,0,0
Long Island University,1254,2013,2,3,1,6,0,0,0
Long Island University,1254,2010,6,2,3,1,0,0,0
Long Island University,1254,2014,4,3,5,1,0,0,0
Long Island University,1254,2003,6,1,2,6,0,0,0
Long Island University,1254,2011,3,5,4,3,0,0,0
Long Island University,1254,2002,2,2,5,2,0,0,0
Long Island University,1254,2005,4,6,1,1,0,0,0
Long Island University,1254,2015,7,3,0,3,0,0,0
Long Island University,1254,2016,4,4,5,0,0,0,0
Long Island University,1254,2017,5,4,1,4,0,1,0
Longwood,1255,2011,4,1,5,2,0,0,0
Longwood,1255,2016,4,2,2,4,0,0,0
Longwood,1255,2008,4,4,3,3,0,0,0
Longwood,1255,2014,4,3,2,2,0,0,0
Longwood,1255,2009,4,4,4,1,0,0,0
Longwood,1255,2012,1,5,1,5,0,0,0
Longwood,1255,2015,3,3,4,2,0,0,0
Longwood,1255,2013,5,3,4,1,0,0,0
Longwood,1255,2010,1,3,3,4,0,0,0
Longwood,1255,2017,2,3,4,2,0,0,0
Louisiana State,1261,2014,6,2,3,2,0,0,1
Louisiana State,1261,2006,6,2,2,1,0,0,2
Louisiana State,1261,2016,3,4,5,2,0,0,2
Louisiana State,1261,2009,4,1,2,5,0,0,1
Louisiana State,1261,2011,4,4,4,0,0,0,0
Louisiana State,1261,2003,5,3,3,6,0,0,0
Louisiana State,1261,2008,3,2,6,1,0,0,1
Louisiana State,1261,2005,2,5,3,2,0,0,2
Louisiana State,1261,2012,4,3,3,3,0,0,1
Louisiana State,1261,2002,2,2,5,3,0,0,0
Louisiana State,1261,2015,4,7,2,2,0,0,0
Louisiana State,1261,2013,3,4,4,3,0,0,1
Louisiana State,1261,2004,6,3,2,2,0,0,1
Louisiana State,1261,2007,2,6,3,1,0,0,2
Louisiana State,1261,2010,4,5,2,2,0,0,1
Louisiana State,1261,2017,4,3,6,2,0,0,1
Louisiana Tech,1256,2002,2,1,6,2,0,0,0
Louisiana Tech,1256,2016,4,3,3,3,0,0,0
Louisiana Tech,1256,2008,3,1,4,2,0,0,0
Louisiana Tech,1256,2003,2,3,1,6,0,0,0
Louisiana Tech,1256,2015,5,2,2,3,0,0,0
Louisiana Tech,1256,2007,3,2,2,6,0,0,0
Louisiana Tech,1256,2010,3,3,2,4,0,0,0
Louisiana Tech,1256,2014,1,2,5,4,0,0,0
Louisiana Tech,1256,2005,0,1,5,4,0,0,0
Louisiana Tech,1256,2012,7,3,2,2,0,0,0
Louisiana Tech,1256,2013,3,5,5,2,0,0,0
Louisiana Tech,1256,2011,4,5,4,1,0,0,0
Louisiana Tech,1256,2004,1,2,6,2,0,0,0
Louisiana Tech,1256,2009,4,1,5,2,0,0,0
Louisiana Tech,1256,2006,4,1,7,3,0,0,0
Louisiana Tech,1256,2017,4,4,2,3,0,0,0
Louisiana-Lafayette,1418,2014,3,3,6,3,0,0,0
Louisiana-Lafayette,1418,2002,3,3,6,2,0,0,0
Louisiana-Lafayette,1418,2008,2,10,0,3,0,0,0
Louisiana-Lafayette,1418,2003,2,2,5,6,0,0,0
Louisiana-Lafayette,1418,2011,2,2,4,5,0,0,0
Louisiana-Lafayette,1418,2016,1,4,5,5,0,0,0
Louisiana-Lafayette,1418,2009,1,4,10,1,0,0,0
Louisiana-Lafayette,1418,2006,0,2,6,4,0,0,0
Louisiana-Lafayette,1418,2010,3,1,3,8,0,0,0
Louisiana-Lafayette,1418,2013,7,3,3,1,0,0,0
Louisiana-Lafayette,1418,2007,5,1,3,4,0,0,0
Louisiana-Lafayette,1418,2012,3,2,4,4,0,0,0
Louisiana-Lafayette,1418,2004,4,4,3,4,0,0,0
Louisiana-Lafayette,1418,2015,2,4,4,5,0,0,0
Louisiana-Lafayette,1418,2005,3,2,4,4,0,0,0
Louisiana-Lafayette,1418,2017,6,1,5,1,0,0,0
Louisiana-Monroe,1419,2014,1,4,5,4,0,0,1
Louisiana-Monroe,1419,2016,3,1,3,5,0,0,0
Louisiana-Monroe,1419,2002,3,3,3,5,0,0,0
Louisiana-Monroe,1419,2015,1,2,5,3,0,0,1
Louisiana-Monroe,1419,2004,4,1,2,6,0,0,0
Louisiana-Monroe,1419,2008,4,2,4,3,0,0,0
Louisiana-Monroe,1419,2003,7,1,6,3,0,0,0
Louisiana-Monroe,1419,2013,3,3,5,0,0,0,0
Louisiana-Monroe,1419,2005,1,4,5,3,0,0,0
Louisiana-Monroe,1419,2012,4,4,0,4,0,0,0
Louisiana-Monroe,1419,2006,7,1,2,5,0,0,0
Louisiana-Monroe,1419,2007,2,6,4,1,0,0,0
Louisiana-Monroe,1419,2009,2,3,6,3,0,0,0
Louisiana-Monroe,1419,2011,5,0,5,2,0,0,0
Louisiana-Monroe,1419,2010,3,1,5,5,0,0,0
Louisiana-Monroe,1419,2017,2,3,4,3,0,0,0
Louisville,1257,2004,4,2,5,3,0,0,0
Louisville,1257,2009,5,2,4,3,0,0,2
Louisville,1257,2010,4,5,1,4,0,0,2
Louisville,1257,2016,4,6,2,2,0,0,0
Louisville,1257,2002,4,6,2,2,0,0,1
Louisville,1257,2011,4,4,4,1,0,0,1
Louisville,1257,2015,8,5,1,2,0,0,1
Louisville,1257,2003,2,4,7,3,0,0,1
Louisville,1257,2013,3,4,5,2,0,0,3
Louisville,1257,2014,5,1,4,4,0,0,2
Louisville,1257,2007,6,4,3,4,0,0,2
Louisville,1257,2008,3,5,3,3,0,0,2
Louisville,1257,2005,3,4,2,3,0,0,0
Louisville,1257,2006,6,3,4,1,0,0,1
Louisville,1257,2012,6,4,5,2,0,0,3
Louisville,1257,2017,3,4,4,3,0,0,0
Loyola (IL),1260,2015,7,1,4,3,0,0,0
Loyola (IL),1260,2005,6,4,1,3,0,0,0
Loyola (IL),1260,2012,3,5,1,4,0,0,0
Loyola (IL),1260,2004,6,1,3,4,0,0,0
Loyola (IL),1260,2013,6,3,4,2,0,0,0
Loyola (IL),1260,2007,3,2,5,5,0,0,0
Loyola (IL),1260,2006,2,5,5,1,0,0,0
Loyola (IL),1260,2016,2,6,1,4,0,0,0
Loyola (IL),1260,2011,4,2,4,4,0,0,0
Loyola (IL),1260,2010,4,5,3,3,0,0,0
Loyola (IL),1260,2008,3,4,4,5,0,0,0
Loyola (IL),1260,2003,1,4,4,5,0,0,0
Loyola (IL),1260,2009,6,2,4,3,0,0,0
Loyola (IL),1260,2014,3,5,3,2,1,0,0
Loyola (IL),1260,2002,4,2,5,3,0,0,0
Loyola (IL),1260,2017,6,0,9,2,0,0,0
Loyola (MD),1259,2011,4,4,5,2,0,0,0
Loyola (MD),1259,2004,5,3,4,1,0,0,0
Loyola (MD),1259,2016,3,4,3,4,0,0,0
Loyola (MD),1259,2007,2,3,3,4,0,0,0
Loyola (MD),1259,2009,3,4,3,3,0,0,0
Loyola (MD),1259,2006,4,3,3,3,0,0,0
Loyola (MD),1259,2014,5,4,2,3,0,0,0
Loyola (MD),1259,2008,3,2,3,5,0,0,0
Loyola (MD),1259,2012,1,4,5,2,0,0,0
Loyola (MD),1259,2015,5,3,5,1,0,0,0
Loyola (MD),1259,2010,3,4,2,4,0,0,0
Loyola (MD),1259,2013,3,2,3,3,2,0,0
Loyola (MD),1259,2003,4,4,3,1,0,0,0
Loyola (MD),1259,2005,6,1,3,4,0,0,0
Loyola (MD),1259,2002,6,6,1,1,0,0,0
Loyola (MD),1259,2017,5,3,4,2,0,0,0
Loyola Marymount,1258,2006,3,2,5,4,0,0,0
Loyola Marymount,1258,2010,5,7,3,0,0,0,0
